Date,Event_Name,Impact_Score
2000-01-25,Expansión internacional BBVA en América Latina,2
2000-01-25,Introducción del euro (lanzamiento y entrada),3
2000-01-26,Expansión internacional BBVA en América Latina,2
2000-01-26,Introducción del euro (lanzamiento y entrada),3
2000-01-27,Expansión internacional BBVA en América Latina,2
2000-01-27,Introducción del euro (lanzamiento y entrada),3
2000-01-28,Expansión internacional BBVA en América Latina,2
2000-01-28,Introducción del euro (lanzamiento y entrada),3
2000-01-29,Expansión internacional BBVA en América Latina,2
2000-01-29,Introducción del euro (lanzamiento y entrada),3
2000-01-30,Expansión internacional BBVA en América Latina,2
2000-01-30,Introducción del euro (lanzamiento y entrada),3
2000-01-31,Expansión internacional BBVA en América Latina,2
2000-01-31,Introducción del euro (lanzamiento y entrada),3
2000-02-01,Expansión internacional BBVA en América Latina,2
2000-02-01,Introducción del euro (lanzamiento y entrada),3
2000-02-02,Expansión internacional BBVA en América Latina,2
2000-02-02,Introducción del euro (lanzamiento y entrada),3
2000-02-03,Expansión internacional BBVA en América Latina,2
2000-02-03,Introducción del euro (lanzamiento y entrada),3
2000-02-04,Expansión internacional BBVA en América Latina,2
2000-02-04,Introducción del euro (lanzamiento y entrada),3
2000-02-05,Expansión internacional BBVA en América Latina,2
2000-02-05,Introducción del euro (lanzamiento y entrada),3
2000-02-06,Expansión internacional BBVA en América Latina,2
2000-02-06,Introducción del euro (lanzamiento y entrada),3
2000-02-07,Expansión internacional BBVA en América Latina,2
2000-02-07,Introducción del euro (lanzamiento y entrada),3
2000-02-08,Introducción del euro (lanzamiento y entrada),3
2000-02-08,Expansión internacional BBVA en América Latina,2
2000-02-09,Expansión internacional BBVA en América Latina,2
2000-02-09,Introducción del euro (lanzamiento y entrada),3
2000-02-10,Introducción del euro (lanzamiento y entrada),3
2000-02-10,Expansión internacional BBVA en América Latina,2
2000-02-11,Introducción del euro (lanzamiento y entrada),3
2000-02-11,Expansión internacional BBVA en América Latina,2
2000-02-12,Introducción del euro (lanzamiento y entrada),3
2000-02-12,Expansión internacional BBVA en América Latina,2
2000-02-13,Introducción del euro (lanzamiento y entrada),3
2000-02-13,Expansión internacional BBVA en América Latina,2
2000-02-14,Introducción del euro (lanzamiento y entrada),3
2000-02-14,Expansión internacional BBVA en América Latina,2
2000-02-15,Introducción del euro (lanzamiento y entrada),3
2000-02-15,Expansión internacional BBVA en América Latina,2
2000-02-16,Expansión internacional BBVA en América Latina,2
2000-02-16,Introducción del euro (lanzamiento y entrada),3
2000-02-17,Introducción del euro (lanzamiento y entrada),3
2000-02-17,Expansión internacional BBVA en América Latina,2
2000-02-18,Introducción del euro (lanzamiento y entrada),3
2000-02-18,Expansión internacional BBVA en América Latina,2
2000-02-19,Expansión internacional BBVA en América Latina,2
2000-02-19,Introducción del euro (lanzamiento y entrada),3
2000-02-20,Expansión internacional BBVA en América Latina,2
2000-02-20,Introducción del euro (lanzamiento y entrada),3
2000-02-21,Introducción del euro (lanzamiento y entrada),3
2000-02-21,Expansión internacional BBVA en América Latina,2
2000-02-22,Introducción del euro (lanzamiento y entrada),3
2000-02-22,Expansión internacional BBVA en América Latina,2
2000-02-23,Introducción del euro (lanzamiento y entrada),3
2000-02-23,Expansión internacional BBVA en América Latina,2
2000-02-24,Introducción del euro (lanzamiento y entrada),3
2000-02-24,Expansión internacional BBVA en América Latina,2
2000-02-25,Introducción del euro (lanzamiento y entrada),3
2000-02-25,Expansión internacional BBVA en América Latina,2
2000-02-26,Expansión internacional BBVA en América Latina,2
2000-02-26,Introducción del euro (lanzamiento y entrada),3
2000-02-27,Expansión internacional BBVA en América Latina,2
2000-02-27,Introducción del euro (lanzamiento y entrada),3
2000-02-28,Introducción del euro (lanzamiento y entrada),3
2000-02-28,Expansión internacional BBVA en América Latina,2
2000-02-29,Expansión internacional BBVA en América Latina,2
2000-02-29,Introducción del euro (lanzamiento y entrada),3
2000-03-01,Burbuja punto.com,2
2000-03-01,Introducción del euro (lanzamiento y entrada),3
2000-03-01,Expansión internacional BBVA en América Latina,2
2000-03-02,Expansión internacional BBVA en América Latina,2
2000-03-02,Introducción del euro (lanzamiento y entrada),3
2000-03-02,Burbuja punto.com,2
2000-03-03,Expansión internacional BBVA en América Latina,2
2000-03-03,Burbuja punto.com,2
2000-03-03,Introducción del euro (lanzamiento y entrada),3
2000-03-04,Burbuja punto.com,2
2000-03-04,Introducción del euro (lanzamiento y entrada),3
2000-03-04,Expansión internacional BBVA en América Latina,2
2000-03-05,Introducción del euro (lanzamiento y entrada),3
2000-03-05,Expansión internacional BBVA en América Latina,2
2000-03-05,Burbuja punto.com,2
2000-03-06,Expansión internacional BBVA en América Latina,2
2000-03-06,Burbuja punto.com,2
2000-03-06,Introducción del euro (lanzamiento y entrada),3
2000-03-07,Burbuja punto.com,2
2000-03-07,Introducción del euro (lanzamiento y entrada),3
2000-03-07,Expansión internacional BBVA en América Latina,2
2000-03-08,Expansión internacional BBVA en América Latina,2
2000-03-08,Introducción del euro (lanzamiento y entrada),3
2000-03-08,Burbuja punto.com,2
2000-03-09,Burbuja punto.com,2
2000-03-09,Introducción del euro (lanzamiento y entrada),3
2000-03-09,Expansión internacional BBVA en América Latina,2
2000-03-10,Burbuja punto.com,2
2000-03-10,Introducción del euro (lanzamiento y entrada),3
2000-03-10,Expansión internacional BBVA en América Latina,2
2000-03-11,Introducción del euro (lanzamiento y entrada),3
2000-03-11,Burbuja punto.com,2
2000-03-11,Expansión internacional BBVA en América Latina,2
2000-03-12,Burbuja punto.com,2
2000-03-12,Expansión internacional BBVA en América Latina,2
2000-03-12,Introducción del euro (lanzamiento y entrada),3
2000-03-13,Burbuja punto.com,2
2000-03-13,Expansión internacional BBVA en América Latina,2
2000-03-13,Introducción del euro (lanzamiento y entrada),3
2000-03-14,Introducción del euro (lanzamiento y entrada),3
2000-03-14,Expansión internacional BBVA en América Latina,2
2000-03-14,Burbuja punto.com,2
2000-03-15,Expansión internacional BBVA en América Latina,2
2000-03-15,Introducción del euro (lanzamiento y entrada),3
2000-03-15,Burbuja punto.com,2
2000-03-16,Burbuja punto.com,2
2000-03-16,Expansión internacional BBVA en América Latina,2
2000-03-16,Introducción del euro (lanzamiento y entrada),3
2000-03-17,Expansión internacional BBVA en América Latina,2
2000-03-17,Introducción del euro (lanzamiento y entrada),3
2000-03-17,Burbuja punto.com,2
2000-03-18,Expansión internacional BBVA en América Latina,2
2000-03-18,Introducción del euro (lanzamiento y entrada),3
2000-03-18,Burbuja punto.com,2
2000-03-19,Introducción del euro (lanzamiento y entrada),3
2000-03-19,Expansión internacional BBVA en América Latina,2
2000-03-19,Burbuja punto.com,2
2000-03-20,Burbuja punto.com,2
2000-03-20,Introducción del euro (lanzamiento y entrada),3
2000-03-20,Expansión internacional BBVA en América Latina,2
2000-03-21,Burbuja punto.com,2
2000-03-21,Expansión internacional BBVA en América Latina,2
2000-03-21,Introducción del euro (lanzamiento y entrada),3
2000-03-22,Expansión internacional BBVA en América Latina,2
2000-03-22,Introducción del euro (lanzamiento y entrada),3
2000-03-22,Burbuja punto.com,2
2000-03-23,Burbuja punto.com,2
2000-03-23,Expansión internacional BBVA en América Latina,2
2000-03-23,Introducción del euro (lanzamiento y entrada),3
2000-03-24,Expansión internacional BBVA en América Latina,2
2000-03-24,Burbuja punto.com,2
2000-03-24,Introducción del euro (lanzamiento y entrada),3
2000-03-25,Burbuja punto.com,2
2000-03-25,Expansión internacional BBVA en América Latina,2
2000-03-25,Introducción del euro (lanzamiento y entrada),3
2000-03-26,Burbuja punto.com,2
2000-03-26,Expansión internacional BBVA en América Latina,2
2000-03-26,Introducción del euro (lanzamiento y entrada),3
2000-03-27,Expansión internacional BBVA en América Latina,2
2000-03-27,Burbuja punto.com,2
2000-03-27,Introducción del euro (lanzamiento y entrada),3
2000-03-28,Expansión internacional BBVA en América Latina,2
2000-03-28,Burbuja punto.com,2
2000-03-28,Introducción del euro (lanzamiento y entrada),3
2000-03-29,Expansión internacional BBVA en América Latina,2
2000-03-29,Burbuja punto.com,2
2000-03-29,Introducción del euro (lanzamiento y entrada),3
2000-03-30,Burbuja punto.com,2
2000-03-30,Expansión internacional BBVA en América Latina,2
2000-03-30,Introducción del euro (lanzamiento y entrada),3
2000-03-31,Expansión internacional BBVA en América Latina,2
2000-03-31,Burbuja punto.com,2
2000-03-31,Introducción del euro (lanzamiento y entrada),3
2000-04-01,Expansión internacional BBVA en América Latina,2
2000-04-01,Burbuja punto.com,2
2000-04-01,Introducción del euro (lanzamiento y entrada),3
2000-04-02,Burbuja punto.com,2
2000-04-02,Expansión internacional BBVA en América Latina,2
2000-04-02,Introducción del euro (lanzamiento y entrada),3
2000-04-03,Expansión internacional BBVA en América Latina,2
2000-04-03,Burbuja punto.com,2
2000-04-03,Introducción del euro (lanzamiento y entrada),3
2000-04-04,Expansión internacional BBVA en América Latina,2
2000-04-04,Burbuja punto.com,2
2000-04-04,Introducción del euro (lanzamiento y entrada),3
2000-04-05,Expansión internacional BBVA en América Latina,2
2000-04-05,Burbuja punto.com,2
2000-04-05,Introducción del euro (lanzamiento y entrada),3
2000-04-06,Introducción del euro (lanzamiento y entrada),3
2000-04-06,Expansión internacional BBVA en América Latina,2
2000-04-06,Burbuja punto.com,2
2000-04-07,Expansión internacional BBVA en América Latina,2
2000-04-07,Burbuja punto.com,2
2000-04-07,Introducción del euro (lanzamiento y entrada),3
2000-04-08,Expansión internacional BBVA en América Latina,2
2000-04-08,Burbuja punto.com,2
2000-04-08,Introducción del euro (lanzamiento y entrada),3
2000-04-09,Burbuja punto.com,2
2000-04-09,Expansión internacional BBVA en América Latina,2
2000-04-09,Introducción del euro (lanzamiento y entrada),3
2000-04-10,Expansión internacional BBVA en América Latina,2
2000-04-10,Burbuja punto.com,2
2000-04-10,Introducción del euro (lanzamiento y entrada),3
2000-04-11,Expansión internacional BBVA en América Latina,2
2000-04-11,Burbuja punto.com,2
2000-04-11,Introducción del euro (lanzamiento y entrada),3
2000-04-12,Introducción del euro (lanzamiento y entrada),3
2000-04-12,Burbuja punto.com,2
2000-04-12,Expansión internacional BBVA en América Latina,2
2000-04-13,Introducción del euro (lanzamiento y entrada),3
2000-04-13,Burbuja punto.com,2
2000-04-13,Expansión internacional BBVA en América Latina,2
2000-04-14,Introducción del euro (lanzamiento y entrada),3
2000-04-14,Expansión internacional BBVA en América Latina,2
2000-04-14,Burbuja punto.com,2
2000-04-15,Introducción del euro (lanzamiento y entrada),3
2000-04-15,Expansión internacional BBVA en América Latina,2
2000-04-15,Burbuja punto.com,2
2000-04-16,Burbuja punto.com,2
2000-04-16,Expansión internacional BBVA en América Latina,2
2000-04-16,Introducción del euro (lanzamiento y entrada),3
2000-04-17,Burbuja punto.com,2
2000-04-17,Expansión internacional BBVA en América Latina,2
2000-04-17,Introducción del euro (lanzamiento y entrada),3
2000-04-18,Burbuja punto.com,2
2000-04-18,Introducción del euro (lanzamiento y entrada),3
2000-04-18,Expansión internacional BBVA en América Latina,2
2000-04-19,Burbuja punto.com,2
2000-04-19,Expansión internacional BBVA en América Latina,2
2000-04-19,Introducción del euro (lanzamiento y entrada),3
2000-04-20,Introducción del euro (lanzamiento y entrada),3
2000-04-20,Burbuja punto.com,2
2000-04-20,Expansión internacional BBVA en América Latina,2
2000-04-21,Burbuja punto.com,2
2000-04-21,Expansión internacional BBVA en América Latina,2
2000-04-21,Introducción del euro (lanzamiento y entrada),3
2000-04-22,Burbuja punto.com,2
2000-04-22,Expansión internacional BBVA en América Latina,2
2000-04-22,Introducción del euro (lanzamiento y entrada),3
2000-04-23,Expansión internacional BBVA en América Latina,2
2000-04-23,Burbuja punto.com,2
2000-04-23,Introducción del euro (lanzamiento y entrada),3
2000-04-24,Burbuja punto.com,2
2000-04-24,Expansión internacional BBVA en América Latina,2
2000-04-24,Introducción del euro (lanzamiento y entrada),3
2000-04-25,Expansión internacional BBVA en América Latina,2
2000-04-25,Introducción del euro (lanzamiento y entrada),3
2000-04-25,Burbuja punto.com,2
2000-04-26,Expansión internacional BBVA en América Latina,2
2000-04-26,Burbuja punto.com,2
2000-04-26,Introducción del euro (lanzamiento y entrada),3
2000-04-27,Introducción del euro (lanzamiento y entrada),3
2000-04-27,Expansión internacional BBVA en América Latina,2
2000-04-27,Burbuja punto.com,2
2000-04-28,Introducción del euro (lanzamiento y entrada),3
2000-04-28,Expansión internacional BBVA en América Latina,2
2000-04-28,Burbuja punto.com,2
2000-04-29,Expansión internacional BBVA en América Latina,2
2000-04-29,Burbuja punto.com,2
2000-04-29,Introducción del euro (lanzamiento y entrada),3
2000-04-30,Burbuja punto.com,2
2000-04-30,Introducción del euro (lanzamiento y entrada),3
2000-04-30,Expansión internacional BBVA en América Latina,2
2000-05-01,Introducción del euro (lanzamiento y entrada),3
2000-05-01,Expansión internacional BBVA en América Latina,2
2000-05-01,Burbuja punto.com,2
2000-05-02,Introducción del euro (lanzamiento y entrada),3
2000-05-02,Expansión internacional BBVA en América Latina,2
2000-05-02,Burbuja punto.com,2
2000-05-03,Burbuja punto.com,2
2000-05-03,Introducción del euro (lanzamiento y entrada),3
2000-05-03,Expansión internacional BBVA en América Latina,2
2000-05-04,Burbuja punto.com,2
2000-05-04,Expansión internacional BBVA en América Latina,2
2000-05-04,Introducción del euro (lanzamiento y entrada),3
2000-05-05,Expansión internacional BBVA en América Latina,2
2000-05-05,Burbuja punto.com,2
2000-05-05,Introducción del euro (lanzamiento y entrada),3
2000-05-06,Expansión internacional BBVA en América Latina,2
2000-05-06,Burbuja punto.com,2
2000-05-06,Introducción del euro (lanzamiento y entrada),3
2000-05-07,Burbuja punto.com,2
2000-05-07,Introducción del euro (lanzamiento y entrada),3
2000-05-07,Expansión internacional BBVA en América Latina,2
2000-05-08,Introducción del euro (lanzamiento y entrada),3
2000-05-08,Expansión internacional BBVA en América Latina,2
2000-05-08,Burbuja punto.com,2
2000-05-09,Expansión internacional BBVA en América Latina,2
2000-05-09,Introducción del euro (lanzamiento y entrada),3
2000-05-09,Burbuja punto.com,2
2000-05-10,Introducción del euro (lanzamiento y entrada),3
2000-05-10,Burbuja punto.com,2
2000-05-10,Expansión internacional BBVA en América Latina,2
2000-05-11,Burbuja punto.com,2
2000-05-11,Introducción del euro (lanzamiento y entrada),3
2000-05-11,Expansión internacional BBVA en América Latina,2
2000-05-12,Burbuja punto.com,2
2000-05-12,Expansión internacional BBVA en América Latina,2
2000-05-12,Introducción del euro (lanzamiento y entrada),3
2000-05-13,Burbuja punto.com,2
2000-05-13,Introducción del euro (lanzamiento y entrada),3
2000-05-13,Expansión internacional BBVA en América Latina,2
2000-05-14,Introducción del euro (lanzamiento y entrada),3
2000-05-14,Expansión internacional BBVA en América Latina,2
2000-05-14,Burbuja punto.com,2
2000-05-15,Introducción del euro (lanzamiento y entrada),3
2000-05-15,Expansión internacional BBVA en América Latina,2
2000-05-15,Burbuja punto.com,2
2000-05-16,Introducción del euro (lanzamiento y entrada),3
2000-05-16,Burbuja punto.com,2
2000-05-16,Expansión internacional BBVA en América Latina,2
2000-05-17,Introducción del euro (lanzamiento y entrada),3
2000-05-17,Burbuja punto.com,2
2000-05-17,Expansión internacional BBVA en América Latina,2
2000-05-18,Burbuja punto.com,2
2000-05-18,Introducción del euro (lanzamiento y entrada),3
2000-05-18,Expansión internacional BBVA en América Latina,2
2000-05-19,Introducción del euro (lanzamiento y entrada),3
2000-05-19,Burbuja punto.com,2
2000-05-19,Expansión internacional BBVA en América Latina,2
2000-05-20,Introducción del euro (lanzamiento y entrada),3
2000-05-20,Expansión internacional BBVA en América Latina,2
2000-05-20,Burbuja punto.com,2
2000-05-21,Introducción del euro (lanzamiento y entrada),3
2000-05-21,Expansión internacional BBVA en América Latina,2
2000-05-21,Burbuja punto.com,2
2000-05-22,Introducción del euro (lanzamiento y entrada),3
2000-05-22,Burbuja punto.com,2
2000-05-22,Expansión internacional BBVA en América Latina,2
2000-05-23,Expansión internacional BBVA en América Latina,2
2000-05-23,Burbuja punto.com,2
2000-05-23,Introducción del euro (lanzamiento y entrada),3
2000-05-24,Expansión internacional BBVA en América Latina,2
2000-05-24,Burbuja punto.com,2
2000-05-24,Introducción del euro (lanzamiento y entrada),3
2000-05-25,Introducción del euro (lanzamiento y entrada),3
2000-05-25,Burbuja punto.com,2
2000-05-25,Expansión internacional BBVA en América Latina,2
2000-05-26,Introducción del euro (lanzamiento y entrada),3
2000-05-26,Burbuja punto.com,2
2000-05-26,Expansión internacional BBVA en América Latina,2
2000-05-27,Burbuja punto.com,2
2000-05-27,Introducción del euro (lanzamiento y entrada),3
2000-05-27,Expansión internacional BBVA en América Latina,2
2000-05-28,Introducción del euro (lanzamiento y entrada),3
2000-05-28,Expansión internacional BBVA en América Latina,2
2000-05-28,Burbuja punto.com,2
2000-05-29,Expansión internacional BBVA en América Latina,2
2000-05-29,Introducción del euro (lanzamiento y entrada),3
2000-05-29,Burbuja punto.com,2
2000-05-30,Introducción del euro (lanzamiento y entrada),3
2000-05-30,Expansión internacional BBVA en América Latina,2
2000-05-30,Burbuja punto.com,2
2000-05-31,Introducción del euro (lanzamiento y entrada),3
2000-05-31,Expansión internacional BBVA en América Latina,2
2000-05-31,Burbuja punto.com,2
2000-06-01,Introducción del euro (lanzamiento y entrada),3
2000-06-01,Burbuja punto.com,2
2000-06-01,Expansión internacional BBVA en América Latina,2
2000-06-02,Introducción del euro (lanzamiento y entrada),3
2000-06-02,Expansión internacional BBVA en América Latina,2
2000-06-02,Burbuja punto.com,2
2000-06-03,Burbuja punto.com,2
2000-06-03,Introducción del euro (lanzamiento y entrada),3
2000-06-03,Expansión internacional BBVA en América Latina,2
2000-06-04,Introducción del euro (lanzamiento y entrada),3
2000-06-04,Expansión internacional BBVA en América Latina,2
2000-06-04,Burbuja punto.com,2
2000-06-05,Burbuja punto.com,2
2000-06-05,Introducción del euro (lanzamiento y entrada),3
2000-06-05,Expansión internacional BBVA en América Latina,2
2000-06-06,Expansión internacional BBVA en América Latina,2
2000-06-06,Burbuja punto.com,2
2000-06-06,Introducción del euro (lanzamiento y entrada),3
2000-06-07,Burbuja punto.com,2
2000-06-07,Expansión internacional BBVA en América Latina,2
2000-06-07,Introducción del euro (lanzamiento y entrada),3
2000-06-08,Expansión internacional BBVA en América Latina,2
2000-06-08,Introducción del euro (lanzamiento y entrada),3
2000-06-08,Burbuja punto.com,2
2000-06-09,Introducción del euro (lanzamiento y entrada),3
2000-06-09,Burbuja punto.com,2
2000-06-09,Expansión internacional BBVA en América Latina,2
2000-06-10,Burbuja punto.com,2
2000-06-10,Introducción del euro (lanzamiento y entrada),3
2000-06-10,Expansión internacional BBVA en América Latina,2
2000-06-11,Burbuja punto.com,2
2000-06-11,Introducción del euro (lanzamiento y entrada),3
2000-06-11,Expansión internacional BBVA en América Latina,2
2000-06-12,Expansión internacional BBVA en América Latina,2
2000-06-12,Burbuja punto.com,2
2000-06-12,Introducción del euro (lanzamiento y entrada),3
2000-06-13,Burbuja punto.com,2
2000-06-13,Expansión internacional BBVA en América Latina,2
2000-06-13,Introducción del euro (lanzamiento y entrada),3
2000-06-14,Expansión internacional BBVA en América Latina,2
2000-06-14,Introducción del euro (lanzamiento y entrada),3
2000-06-14,Burbuja punto.com,2
2000-06-15,Introducción del euro (lanzamiento y entrada),3
2000-06-15,Burbuja punto.com,2
2000-06-15,Expansión internacional BBVA en América Latina,2
2000-06-16,Expansión internacional BBVA en América Latina,2
2000-06-16,Introducción del euro (lanzamiento y entrada),3
2000-06-16,Burbuja punto.com,2
2000-06-17,Expansión internacional BBVA en América Latina,2
2000-06-17,Introducción del euro (lanzamiento y entrada),3
2000-06-17,Burbuja punto.com,2
2000-06-18,Expansión internacional BBVA en América Latina,2
2000-06-18,Burbuja punto.com,2
2000-06-18,Introducción del euro (lanzamiento y entrada),3
2000-06-19,Expansión internacional BBVA en América Latina,2
2000-06-19,Introducción del euro (lanzamiento y entrada),3
2000-06-19,Burbuja punto.com,2
2000-06-20,Introducción del euro (lanzamiento y entrada),3
2000-06-20,Burbuja punto.com,2
2000-06-20,Expansión internacional BBVA en América Latina,2
2000-06-21,Introducción del euro (lanzamiento y entrada),3
2000-06-21,Burbuja punto.com,2
2000-06-21,Expansión internacional BBVA en América Latina,2
2000-06-22,Introducción del euro (lanzamiento y entrada),3
2000-06-22,Expansión internacional BBVA en América Latina,2
2000-06-22,Burbuja punto.com,2
2000-06-23,Introducción del euro (lanzamiento y entrada),3
2000-06-23,Burbuja punto.com,2
2000-06-23,Expansión internacional BBVA en América Latina,2
2000-06-24,Expansión internacional BBVA en América Latina,2
2000-06-24,Burbuja punto.com,2
2000-06-24,Introducción del euro (lanzamiento y entrada),3
2000-06-25,Expansión internacional BBVA en América Latina,2
2000-06-25,Introducción del euro (lanzamiento y entrada),3
2000-06-25,Burbuja punto.com,2
2000-06-26,Introducción del euro (lanzamiento y entrada),3
2000-06-26,Expansión internacional BBVA en América Latina,2
2000-06-26,Burbuja punto.com,2
2000-06-27,Introducción del euro (lanzamiento y entrada),3
2000-06-27,Expansión internacional BBVA en América Latina,2
2000-06-27,Burbuja punto.com,2
2000-06-28,Burbuja punto.com,2
2000-06-28,Introducción del euro (lanzamiento y entrada),3
2000-06-28,Expansión internacional BBVA en América Latina,2
2000-06-29,Expansión internacional BBVA en América Latina,2
2000-06-29,Burbuja punto.com,2
2000-06-29,Introducción del euro (lanzamiento y entrada),3
2000-06-30,Burbuja punto.com,2
2000-06-30,Introducción del euro (lanzamiento y entrada),3
2000-06-30,Expansión internacional BBVA en América Latina,2
2000-07-01,Introducción del euro (lanzamiento y entrada),3
2000-07-01,Expansión internacional BBVA en América Latina,2
2000-07-01,Burbuja punto.com,2
2000-07-02,Burbuja punto.com,2
2000-07-02,Expansión internacional BBVA en América Latina,2
2000-07-02,Introducción del euro (lanzamiento y entrada),3
2000-07-03,Introducción del euro (lanzamiento y entrada),3
2000-07-03,Burbuja punto.com,2
2000-07-03,Expansión internacional BBVA en América Latina,2
2000-07-04,Expansión internacional BBVA en América Latina,2
2000-07-04,Burbuja punto.com,2
2000-07-04,Introducción del euro (lanzamiento y entrada),3
2000-07-05,Expansión internacional BBVA en América Latina,2
2000-07-05,Introducción del euro (lanzamiento y entrada),3
2000-07-05,Burbuja punto.com,2
2000-07-06,Burbuja punto.com,2
2000-07-06,Introducción del euro (lanzamiento y entrada),3
2000-07-06,Expansión internacional BBVA en América Latina,2
2000-07-07,Burbuja punto.com,2
2000-07-07,Expansión internacional BBVA en América Latina,2
2000-07-07,Introducción del euro (lanzamiento y entrada),3
2000-07-08,Burbuja punto.com,2
2000-07-08,Expansión internacional BBVA en América Latina,2
2000-07-08,Introducción del euro (lanzamiento y entrada),3
2000-07-09,Expansión internacional BBVA en América Latina,2
2000-07-09,Introducción del euro (lanzamiento y entrada),3
2000-07-09,Burbuja punto.com,2
2000-07-10,Introducción del euro (lanzamiento y entrada),3
2000-07-10,Expansión internacional BBVA en América Latina,2
2000-07-10,Burbuja punto.com,2
2000-07-11,Expansión internacional BBVA en América Latina,2
2000-07-11,Introducción del euro (lanzamiento y entrada),3
2000-07-11,Burbuja punto.com,2
2000-07-12,Expansión internacional BBVA en América Latina,2
2000-07-12,Introducción del euro (lanzamiento y entrada),3
2000-07-12,Burbuja punto.com,2
2000-07-13,Burbuja punto.com,2
2000-07-13,Introducción del euro (lanzamiento y entrada),3
2000-07-13,Expansión internacional BBVA en América Latina,2
2000-07-14,Introducción del euro (lanzamiento y entrada),3
2000-07-14,Burbuja punto.com,2
2000-07-14,Expansión internacional BBVA en América Latina,2
2000-07-15,Introducción del euro (lanzamiento y entrada),3
2000-07-15,Burbuja punto.com,2
2000-07-15,Expansión internacional BBVA en América Latina,2
2000-07-16,Introducción del euro (lanzamiento y entrada),3
2000-07-16,Burbuja punto.com,2
2000-07-16,Expansión internacional BBVA en América Latina,2
2000-07-17,Burbuja punto.com,2
2000-07-17,Introducción del euro (lanzamiento y entrada),3
2000-07-17,Expansión internacional BBVA en América Latina,2
2000-07-18,Introducción del euro (lanzamiento y entrada),3
2000-07-18,Burbuja punto.com,2
2000-07-18,Expansión internacional BBVA en América Latina,2
2000-07-19,Burbuja punto.com,2
2000-07-19,Introducción del euro (lanzamiento y entrada),3
2000-07-19,Expansión internacional BBVA en América Latina,2
2000-07-20,Burbuja punto.com,2
2000-07-20,Introducción del euro (lanzamiento y entrada),3
2000-07-20,Expansión internacional BBVA en América Latina,2
2000-07-21,Introducción del euro (lanzamiento y entrada),3
2000-07-21,Burbuja punto.com,2
2000-07-21,Expansión internacional BBVA en América Latina,2
2000-07-22,Introducción del euro (lanzamiento y entrada),3
2000-07-22,Burbuja punto.com,2
2000-07-22,Expansión internacional BBVA en América Latina,2
2000-07-23,Introducción del euro (lanzamiento y entrada),3
2000-07-23,Burbuja punto.com,2
2000-07-23,Expansión internacional BBVA en América Latina,2
2000-07-24,Introducción del euro (lanzamiento y entrada),3
2000-07-24,Burbuja punto.com,2
2000-07-24,Expansión internacional BBVA en América Latina,2
2000-07-25,Introducción del euro (lanzamiento y entrada),3
2000-07-25,Expansión internacional BBVA en América Latina,2
2000-07-25,Burbuja punto.com,2
2000-07-26,Burbuja punto.com,2
2000-07-26,Expansión internacional BBVA en América Latina,2
2000-07-26,Introducción del euro (lanzamiento y entrada),3
2000-07-27,Expansión internacional BBVA en América Latina,2
2000-07-27,Introducción del euro (lanzamiento y entrada),3
2000-07-27,Burbuja punto.com,2
2000-07-28,Burbuja punto.com,2
2000-07-28,Expansión internacional BBVA en América Latina,2
2000-07-28,Introducción del euro (lanzamiento y entrada),3
2000-07-29,Burbuja punto.com,2
2000-07-29,Introducción del euro (lanzamiento y entrada),3
2000-07-29,Expansión internacional BBVA en América Latina,2
2000-07-30,Expansión internacional BBVA en América Latina,2
2000-07-30,Introducción del euro (lanzamiento y entrada),3
2000-07-30,Burbuja punto.com,2
2000-07-31,Expansión internacional BBVA en América Latina,2
2000-07-31,Introducción del euro (lanzamiento y entrada),3
2000-07-31,Burbuja punto.com,2
2000-08-01,Burbuja punto.com,2
2000-08-01,Introducción del euro (lanzamiento y entrada),3
2000-08-01,Expansión internacional BBVA en América Latina,2
2000-08-02,Burbuja punto.com,2
2000-08-02,Introducción del euro (lanzamiento y entrada),3
2000-08-02,Expansión internacional BBVA en América Latina,2
2000-08-03,Introducción del euro (lanzamiento y entrada),3
2000-08-03,Expansión internacional BBVA en América Latina,2
2000-08-03,Burbuja punto.com,2
2000-08-04,Introducción del euro (lanzamiento y entrada),3
2000-08-04,Burbuja punto.com,2
2000-08-04,Expansión internacional BBVA en América Latina,2
2000-08-05,Expansión internacional BBVA en América Latina,2
2000-08-05,Burbuja punto.com,2
2000-08-05,Introducción del euro (lanzamiento y entrada),3
2000-08-06,Burbuja punto.com,2
2000-08-06,Introducción del euro (lanzamiento y entrada),3
2000-08-06,Expansión internacional BBVA en América Latina,2
2000-08-07,Burbuja punto.com,2
2000-08-07,Expansión internacional BBVA en América Latina,2
2000-08-07,Introducción del euro (lanzamiento y entrada),3
2000-08-08,Expansión internacional BBVA en América Latina,2
2000-08-08,Introducción del euro (lanzamiento y entrada),3
2000-08-08,Burbuja punto.com,2
2000-08-09,Expansión internacional BBVA en América Latina,2
2000-08-09,Burbuja punto.com,2
2000-08-09,Introducción del euro (lanzamiento y entrada),3
2000-08-10,Expansión internacional BBVA en América Latina,2
2000-08-10,Burbuja punto.com,2
2000-08-10,Introducción del euro (lanzamiento y entrada),3
2000-08-11,Expansión internacional BBVA en América Latina,2
2000-08-11,Burbuja punto.com,2
2000-08-11,Introducción del euro (lanzamiento y entrada),3
2000-08-12,Expansión internacional BBVA en América Latina,2
2000-08-12,Burbuja punto.com,2
